web-scraper-order,web-scraper-start-url,neighbourhood_link,neighbourhood_link-href,bedroom_link,bedroom_link-href,product_link,product_link-href,Address,Rental_Price,Sqft,Bedroom,Bathroom,Rental_Type,Neighbourhood
"1712084279-222","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5704462/903-833-seymour-street-vancouver-bc","903 833 Seymour Street","$3,900/month","992 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084282-223","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5714023/7x8-1050-burrard-street-vancouver-bc","7x8 1050 Burrard Street","$4,200/month","1006 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084284-224","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5719131/1325-rolston-street-vancouver-bc","7oo 1325 Rolston Street","$4,250/month","800 Sqft","2 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084288-225","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5723618/0924-1200-hornby-street-vancouver-bc","1200 Hornby Street","$3,669/month","788 Sqft","2 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084291-226","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5726847/667-howe-street-vancouver-bc","667 Howe Street","$7,900/month","1840 Sqft","2 Bed","3 Bath","Apt/Condo","Downtown West"
"1712084294-227","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5730620/2502-565-smithe-street-vancouver-bc","2502 565 Smithe Street","$4,300/month","890 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084297-228","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5625745/1004-66-w-cordova-street-vancouver-bc","1004 66 W Cordova Street","$3,500/month","808 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084300-229","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5634161/502-66-w-cordova-street-vancouver-bc","502 66 W Cordova Street","$3,600/month","800 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084306-230","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5694773/6xx-1010-howe-street-vancouver-bc","6xx 1010 Howe Street","$2,300/month","489 Sqft","1 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084309-231","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5695859/1903-930-930-seymour-street-vancouver-bc","930 Seymour Street","$3,208/month","650 Sqft","1 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084312-232","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5697307/989-nelson-street-vancouver-bc","989 Nelson Street","$2,650/month","575 Sqft","1 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084315-233","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5707662/1504-889-pacific-street-vancouver-bc","1504 889 Pacific Street","$3,600/month","636 Sqft","1 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084318-234","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5708531/610-granville-street-vancouver-bc","610 Granville Street","$3,450/month","620 Sqft","1 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084321-235","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/2752141/1177-hornby-street-vancouver-bc","1177 Hornby Street","$2,550/month","700 Sqft","1 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084324-236","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5729314/806-1238-seymour-street-vancouver-bc","1238 Seymour Street","$3,000/month","850 Sqft","1 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084327-237","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5702364/1407-889-pacific-street-vancouver-bc","1407 889 Pacific Street","$4,150/month","812 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084339-238","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown East (5)","https://www.rew.ca/rentals/areas/downtown-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","4+ Bed","https://www.rew.ca/rentals/areas/downtown-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=4","","https://www.rew.ca/rentals/5574446/2843-w-49th-avenue-vancouver-bc","2843 W 49th Avenue","$8,500/month","2633 Sqft","4 Bed","3 Bath","House","Southwest Marine"
"1712084350-239","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown East (5)","https://www.rew.ca/rentals/areas/downtown-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5553125/188-keefer-street-vancouver-bc","188 Keefer St","$3,800/month","815 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown East"
"1712084353-240","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown East (5)","https://www.rew.ca/rentals/areas/downtown-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/downtown-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5664562/905-120-milross-avenue-vancouver-bc","905 120 Milross Avenue","$4,590/month","1369 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown East"
"1712084369-241","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5571022/208-4933-clarendon-street-vancouver-bc","208 4933 Clarendon Street","$3,500/month","789 Sqft","2 Bed","2 Bath","Apt/Condo","Collingwood"
"1712084372-242","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5642978/4815-eldorado-mews-vancouver-bc","4815 Eldorado Mews","$3,450/month","850 Sqft","2 Bed","2 Bath","Apt/Condo","Collingwood"
"1712084375-243","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5667574/2501-5058-joyce-street-vancouver-bc","5058 Joyce Street","$4,800/month","959 Sqft","3 Bed","2 Bath","Apt/Condo","Collingwood"
"1712084380-244","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5279954/4818-eldorado-mews-vancouver-bc","4818 Eldorado Mews","$2,850/month","539 Sqft","1 Bed","1 Bath","Apt/Condo","Collingwood"
"1712084384-245","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5532876/707-3583-kingsway-vancouver-bc","3583 Kingsway","$2,399/month","634 Sqft","1 Bed","1 Bath","Apt/Condo","Collingwood"
"1712084387-246","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5603298/309-3638-vanness-avenue-vancouver-bc","309 3638 Vanness Avenue","$2,350/month","600 Sqft","1 Bed","1 Bath","Apt/Condo","Collingwood"
"1712084390-247","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5604638/3663-crowley-drive-vancouver-bc","3663 Crowley Dr","$2,400/month","590 Sqft","1 Bed","1 Bath","Apt/Condo","Collingwood"
"1712084393-248","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5718315/5665-boundary-road-vancouver-bc","5665 Boundary Road","$2,500/month","580 Sqft","1 Bed","1 Bath","Apt/Condo","Collingwood"
"1712084396-249","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5721753/703-3583-kingsway-vancouver-bc","3583 Kingsway","$3,400/month","680 Sqft","2 Bed","1 Bath","Apt/Condo","Collingwood"
"1712084399-250","https://www.rew.ca/rentals/areas/vancouver-bc","Collingwood (15)","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/collingwood-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5731698/405-3583-kingsway-vancouver-bc","3583 Kingsway","$2,550/month","574 Sqft","1 Bed","1 Bath","Apt/Condo","Collingwood"
"1712084412-251","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5706309/703-1777-bayshore-drive-vancouver-bc","703 1777 Bayshore Drive","$6,250/month","1736 Sqft","3 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084418-252","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/4122335/1151-west-georgia-street-vancouver-bc","1151 West Georgia Street","$4,650/month","874 Sqft","2 Bed","1 Bath","Apt/Condo","Coal Harbour"
"1712084421-253","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/4360671/699-cardero-street-vancouver-bc","699 Cardero Street","$6,700/month","1204 Sqft","2 Bed","3 Bath","Apt/Condo","Coal Harbour"
"1712084424-254","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/4902721/699-cardero-street-vancouver-bc","699 Cardero Street","$3,900/month","944 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084427-255","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5279327/2601-1228-w-hastings-street-vancouver-bc","2601-1228 Hastings St W","$4,700/month","1200 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084430-256","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5348159/1802-1529-west-pender-street-vancouver-bc","1529 West Pender Street","$4,590/month","921 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084433-257","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5558641/3304-1077-west-cordova-st-vancouver-bc","1077 West Cordova St.","$7,000/month","1356 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084436-258","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5582706/1503-1710-bayshore-drive-vancouver-bc","1503 1710 Bayshore Drive","$6,995/month","1353 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084442-259","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5612050/1802-1499-w-pender-street-vancouver-bc","1802 1499 W Pender Street","$6,280/month","1550 Sqft","2 Bed","3 Bath","Apt/Condo","Coal Harbour"
"1712084445-260","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5623971/1277-melville-street-vancouver-bc","1277 Melville Street","$6,800/month","1265 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084449-261","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5648779/1499-west-pender-street-vancouver-bc","1499 West Pender Street","$6,280/month","1550 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084452-262","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5626626/590-nicola-street-vancouver-bc","590 Nicola Street","$5,600/month","1500 Sqft","2 Bed","2 Bath","Apt/Condo","Coal Harbour"
"1712084455-263","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5711258/4501-1128-w-georgia-street-vancouver-bc","4501 1128 W Georgia Street","$17,000/month","2403 Sqft","2 Bed","3 Bath","Apt/Condo","Coal Harbour"
"1712084458-264","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5674784/90x-1169-w-cordova-street-vancouver-bc","90x 1169 W Cordova Street","$11,000/month","2150 Sqft","2 Bed","3 Bath","Apt/Condo","Coal Harbour"
"1712084464-265","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5322170/1166-melville-street-vancouver-bc","1166 Melville St","$3,500/month","561 Sqft","1 Bed","1 Bath","Apt/Condo","Coal Harbour"
"1712084467-266","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5525109/1331-w-georgia-street-vancouver-bc","1331 Georgia St W","$3,250/month","620 Sqft","1 Bed","1 Bath","Apt/Condo","Coal Harbour"
"1712084469-267","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5669099/0806-1529-west-pender-street-vancouver-bc","1529 West Pender Street","$3,751/month","657 Sqft","1 Bed","1 Bath","Apt/Condo","Coal Harbour"
"1712084472-268","https://www.rew.ca/rentals/areas/vancouver-bc","Coal Harbour (25)","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/coal-harbour-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5721428/2004-1189-melville-street-vancouver-bc","2004 1189 Melville Street","$2,950/month","703 Sqft","1 Bed","1 Bath","Apt/Condo","Coal Harbour"
"1712084488-269","https://www.rew.ca/rentals/areas/vancouver-bc","Cambie (9)","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5210263/vancouver-bc","Vancouver,
BC","$5,000/month","Sqft","2 Bed","2 Bath","House","Cambie"
"1712084491-270","https://www.rew.ca/rentals/areas/vancouver-bc","Cambie (9)","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5411181/3595-w-26th-avenue-vancouver-bc","W 26th-3595 26th Ave W","$2,800/month","900 Sqft","2 Bed","2 Bath","Apt/Condo","Cambie"
"1712084494-271","https://www.rew.ca/rentals/areas/vancouver-bc","Cambie (9)","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5578442/2xx-w-17-avenue-vancouver-bc","2xx W 17 Avenue","$6,500/month","1500 Sqft","3 Bed","2 Bath","House","Cambie"
"1712084497-272","https://www.rew.ca/rentals/areas/vancouver-bc","Cambie (9)","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5719597/68-west-18th-vancouver-bc","68 West 18th","$3,600/month","894 Sqft","2 Bed","2 Bath","House","Cambie"
"1712084503-273","https://www.rew.ca/rentals/areas/vancouver-bc","Cambie (9)","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/cambie-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5719595/66-west-18th-vancouver-bc","66 West 18th","$4,000/month","1001 Sqft","2 Bed","2 Bath","House","Cambie"
"1712084519-274","https://www.rew.ca/rentals/areas/vancouver-bc","Vancouver West All (384)","https://www.rew.ca/rentals/areas/vancouver-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/vancouver-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5693584/310-333-wetherfield-drive-vancouver-bc","310 333 Wetherfield Drive","$3,750/month","1270 Sqft","3 Bed","2 Bath","Apt/Condo","South Cambie"
"1712084522-275","https://www.rew.ca/rentals/areas/vancouver-bc","Vancouver West All (384)","https://www.rew.ca/rentals/areas/vancouver-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/vancouver-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5695723/6xxx-oak-street-vancouver-bc","6xxx Oak Street","$4,380/month","1510 Sqft","3 Bed","3 Bath","Townhouse","South Granville"
"1712084525-276","https://www.rew.ca/rentals/areas/vancouver-bc","Vancouver West All (384)","https://www.rew.ca/rentals/areas/vancouver-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/vancouver-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5714398/3525-dunbar-street-vancouver-bc","3525 Dunbar Street","$3,400/month","1250 Sqft","3 Bed","1 Bath","House","Dunbar"
